retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,525.0,262500.0,105000.0,40.0,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,45.0,375.0,168750.0,59063.0,35.0,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,350.0,157500.0,55125.0,35.0,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,55.0,300.0,165000.0,49500.0,30.0,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,60.0,425.0,255000.0,63750.0,25.0,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,45.0,625.0,281250.0,98438.0,35.0,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,625.0,312500.0,125000.0,40.0,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,191250.0,66938.0,35.0,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,425.0,191250.0,66938.0,35.0,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Men's Apparel,55.0,350.0,192500.0,57750.0,30.0,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,60.0,450.0,270000.0,67500.0,25.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,35.0,475.0,166250.0,58188.0,35.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,475.0,213750.0,85500.0,40.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,475.0,213750.0,74813.0,35.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,325.0,146250.0,51188.0,35.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Apparel,50.0,275.0,137500.0,41250.0,30.0,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Apparel,45.0,475.0,213750.0,53438.0,25.0,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,35.0,525.0,183750.0,64313.0,35.0,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,425.0,191250.0,76500.0,40.0,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,191250.0,66938.0,35.0,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,275.0,123750.0,43313.0,35.0,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,50.0,200.0,100000.0,30000.0,30.0,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,45.0,400.0,180000.0,45000.0,25.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,45.0,550.0,247500.0,86625.0,35.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.0,400.0,220000.0,88000.0,40.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,55.0,400.0,220000.0,77000.0,35.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,275.0,151250.0,52938.0,35.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,60.0,175.0,105000.0,31500.0,30.0,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,55.0,375.0,206250.0,51563.0,25.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,550.0,302500.0,105875.0,35.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,350.0,210000.0,84000.0,40.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,400.0,240000.0,84000.0,35.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,300.0,165000.0,57750.0,35.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,60.0,200.0,120000.0,36000.0,30.0,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,375.0,281250.0,70313.0,25.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,575.0,316250.0,110688.0,35.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,425.0,255000.0,102000.0,40.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,450.0,270000.0,94500.0,35.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,350.0,192500.0,67375.0,35.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60.0,250.0,150000.0,45000.0,30.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,75.0,425.0,318750.0,79688.0,25.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,700.0,385000.0,134750.0,35.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,550.0,330000.0,132000.0,40.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,550.0,330000.0,115500.0,35.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,425.0,233750.0,81813.0,35.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,60.0,300.0,180000.0,54000.0,30.0,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,600.0,450000.0,112500.0,25.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,750.0,412500.0,144375.0,35.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,600.0,360000.0,144000.0,40.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,550.0,330000.0,115500.0,35.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,450.0,247500.0,86625.0,35.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,60.0,500.0,300000.0,90000.0,30.0,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,75.0,500.0,375000.0,93750.0,25.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700.0,420000.0,147000.0,35.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.0,650.0,422500.0,169000.0,40.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,525.0,315000.0,110250.0,35.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.0,475.0,285000.0,99750.0,35.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,70.0,475.0,332500.0,99750.0,30.0,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,450.0,337500.0,84375.0,25.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,50.0,625.0,312500.0,109375.0,35.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.0,625.0,343750.0,137500.0,40.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,50.0,475.0,237500.0,83125.0,35.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.0,425.0,212500.0,74375.0,35.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,60.0,425.0,255000.0,76500.0,30.0,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,65.0,475.0,308750.0,77188.0,25.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,50.0,550.0,275000.0,96250.0,35.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.0,550.0,302500.0,121000.0,40.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,50.0,375.0,187500.0,65625.0,35.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.0,350.0,175000.0,61250.0,35.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,60.0,325.0,195000.0,58500.0,30.0,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,375.0,281250.0,70313.0,25.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,550.0,330000.0,115500.0,35.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.0,600.0,390000.0,156000.0,40.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,450.0,270000.0,94500.0,35.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.0,425.0,255000.0,89250.0,35.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,70.0,375.0,262500.0,78750.0,30.0,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,500.0,375000.0,93750.0,25.0,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700.0,420000.0,147000.0,35.0,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.0,700.0,455000.0,182000.0,40.0,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,500.0,300000.0,105000.0,35.0,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.0,500.0,300000.0,105000.0,35.0,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,70.0,425.0,297500.0,89250.0,30.0,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,75.0,525.0,393750.0,98438.0,25.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,450.0,135000.0,54000.0,40.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.0,450.0,180000.0,72000.0,40.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.0,450.0,180000.0,63000.0,35.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,300.0,120000.0,48000.0,40.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,45.0,250.0,112500.0,39375.0,35.0,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,40.0,450.0,180000.0,45000.0,25.0,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,500.0,150000.0,60000.0,40.0,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.0,400.0,160000.0,64000.0,40.0,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.0,400.0,160000.0,56000.0,35.0,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,250.0,100000.0,40000.0,40.0,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,45.0,175.0,78750.0,27563.0,35.0,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,40.0,375.0,150000.0,37500.0,25.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,40.0,525.0,210000.0,84000.0,40.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.0,375.0,187500.0,75000.0,40.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,50.0,375.0,187500.0,65625.0,35.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,250.0,125000.0,50000.0,40.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,55.0,150.0,82500.0,28875.0,35.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,50.0,350.0,175000.0,43750.0,25.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,525.0,262500.0,105000.0,40.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.0,325.0,178750.0,71500.0,40.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,375.0,206250.0,72188.0,35.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,275.0,137500.0,55000.0,40.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,175.0,96250.0,33688.0,35.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,350.0,245000.0,61250.0,25.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,550.0,275000.0,110000.0,40.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.0,400.0,220000.0,88000.0,40.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,425.0,233750.0,81813.0,35.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,325.0,162500.0,65000.0,40.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,55.0,225.0,123750.0,43313.0,35.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,70.0,400.0,280000.0,70000.0,25.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,675.0,337500.0,135000.0,40.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.0,525.0,288750.0,115500.0,40.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,525.0,288750.0,101063.0,35.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,400.0,200000.0,80000.0,40.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,275.0,151250.0,52938.0,35.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,575.0,402500.0,100625.0,25.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,725.0,362500.0,145000.0,40.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.0,575.0,316250.0,126500.0,40.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,525.0,288750.0,101063.0,35.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,425.0,212500.0,85000.0,40.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,55.0,475.0,261250.0,91438.0,35.0,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,70.0,475.0,332500.0,83125.0,25.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,675.0,371250.0,148500.0,40.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.0,625.0,375000.0,150000.0,40.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,500.0,275000.0,96250.0,35.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.0,450.0,247500.0,99000.0,40.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,65.0,450.0,292500.0,102375.0,35.0,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,425.0,297500.0,74375.0,25.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,45.0,600.0,270000.0,108000.0,40.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.0,600.0,300000.0,120000.0,40.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,45.0,450.0,202500.0,70875.0,35.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.0,400.0,180000.0,72000.0,40.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,55.0,400.0,220000.0,77000.0,35.0,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,60.0,450.0,270000.0,67500.0,25.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45.0,525.0,236250.0,94500.0,40.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.0,525.0,262500.0,105000.0,40.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,45.0,350.0,157500.0,55125.0,35.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.0,325.0,146250.0,58500.0,40.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,300.0,165000.0,57750.0,35.0,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,350.0,245000.0,61250.0,25.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,525.0,288750.0,115500.0,40.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.0,575.0,345000.0,138000.0,40.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,425.0,233750.0,81813.0,35.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.0,400.0,220000.0,88000.0,40.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,65.0,350.0,227500.0,79625.0,35.0,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,475.0,332500.0,83125.0,25.0,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,675.0,371250.0,148500.0,40.0,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.0,675.0,405000.0,162000.0,40.0,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,475.0,261250.0,91438.0,35.0,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.0,475.0,261250.0,104500.0,40.0,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,65.0,400.0,260000.0,91000.0,35.0,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,70.0,500.0,350000.0,87500.0,25.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,40.0,1025.0,410000.0,184500.0,45.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,825.0,330000.0,115500.0,35.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,825.0,247500.0,61875.0,25.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.0,675.0,236250.0,70875.0,30.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,50.0,725.0,362500.0,126875.0,35.0,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,40.0,825.0,330000.0,165000.0,50.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,40.0,1075.0,430000.0,193500.0,45.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,725.0,290000.0,101500.0,35.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,775.0,232500.0,58125.0,25.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35.0,625.0,218750.0,65625.0,30.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,50.0,700.0,350000.0,122500.0,35.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,35.0,800.0,280000.0,140000.0,50.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,1020.0,357000.0,160650.0,45.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,700.0,245000.0,85750.0,35.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725.0,181250.0,45313.0,25.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.0,575.0,172500.0,51750.0,30.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Apparel,45.0,625.0,281250.0,98438.0,35.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725.0,253750.0,126875.0,50.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975.0,341250.0,153563.0,45.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,675.0,236250.0,82688.0,35.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,675.0,168750.0,42188.0,25.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.0,600.0,180000.0,54000.0,30.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,50.0,625.0,312500.0,109375.0,35.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.0,775.0,310000.0,155000.0,50.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,1045.0,522500.0,235125.0,45.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,750.0,375000.0,131250.0,35.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,725.0,326250.0,81563.0,25.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,675.0,303750.0,91125.0,30.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,55.0,700.0,385000.0,134750.0,35.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,60.0,800.0,480000.0,240000.0,50.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,1050.0,577500.0,259875.0,45.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,800.0,400000.0,140000.0,35.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,775.0,387500.0,96875.0,25.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.0,750.0,375000.0,112500.0,30.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,65.0,750.0,487500.0,170625.0,35.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Apparel,70.0,925.0,647500.0,323750.0,50.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Street Footwear,65.0,1150.0,747500.0,336375.0,45.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,900.0,540000.0,189000.0,35.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Street Footwear,55.0,825.0,453750.0,113438.0,25.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,775.0,426250.0,127875.0,30.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,65.0,800.0,520000.0,182000.0,35.0,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Apparel,70.0,975.0,682500.0,341250.0,50.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,65.0,1125.0,731250.0,329063.0,45.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,900.0,540000.0,189000.0,35.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,55.0,825.0,453750.0,113438.0,25.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,775.0,348750.0,104625.0,30.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,55.0,750.0,412500.0,144375.0,35.0,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,60.0,925.0,555000.0,277500.0,50.0,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,1025.0,563750.0,253688.0,45.0,Online
